,r_p_diff,score,sd1,sd2,sd1/sd2,beats_per_sec,label,dom_freq
655,19,0.893617021,94.88893175,92.93292509,1.02104751,1.6,A,3.366666667
656,0,0.945945946,17.6862759,47.49426902,0.37238758,1.266666667,N,5
657,0,1,6.402103785,30.30082113,0.211284828,1.3,N,2.633333333
658,0,1,3.222641256,5.785218233,0.557047483,1.4,N,4.366666667
659,1,0.657142857,22.46103893,99.52298763,0.225686944,1.2,N,1.233333333
660,0,0,172.5556808,266.7722592,0.646827677,0.930851064,N,0.79787234
661,0,1,10.85851774,15.76153311,0.688925225,1.066666667,N,3.266666667
662,5,0.791666667,28.83584551,74.15816133,0.388842509,1.477541371,N,1.004728132
663,13,0.902439024,21.54380228,78.85092739,0.273221926,1.19840213,N,1.169868746
664,0,0.363636364,103.1021608,89.15809928,1.156397025,1.046511628,N,1.220930233
665,1,1,20.60795201,44.85867674,0.459397234,1.433333333,N,0.6
666,1,0.0625,176.298414,241.1353795,0.73111799,1.1,N,1.033333333
667,2,0.444444444,205.7054231,201.1770804,1.022509237,1.233333333,A,0.666666667
668,4,0.75,24.12199694,62.64675221,0.385047845,1.1,N,1.133333333
669,0,0.428571429,110.947685,165.8883059,0.668809561,0.966666667,N,1
670,0,0.633333333,43.89089152,104.0834904,0.421689274,1.164829659,N,0.901803607
671,1,0.96969697,31.01159058,32.07927464,0.966717325,1.133333333,N,7.166666667
672,23,0.68,153.9288636,108.2874186,1.421484283,1.7,A,3.9
673,6,0.464285714,106.8369269,161.2379237,0.662604209,0.966666667,N,0.966666667
674,4,0.975,111.0475821,106.5223383,1.042481642,1.366666667,N,0.633333333
675,0,0.026315789,176.7326025,253.622085,0.696834436,1.3,N,1.133333333
676,2,0.461538462,40.97763618,113.7444884,0.360260411,1.140684411,N,1.466594242
677,0,0.970149254,23.34734919,44.76572638,0.521545188,1.133333333,N,1.15
678,1,0.96875,13.96856554,21.56657958,0.64769499,1.1,N,1.166666667
679,2,0.65,164.386862,148.566629,1.106485778,1.366666667,A,4.166666667
680,0,1,8.354093566,23.88374674,0.349781534,1.039370079,N,1.11023622
681,0,0.066666667,169.0320457,238.9843419,0.707293392,1.033333333,N,1
682,1,0.966666667,166.026953,170.5036333,0.97374437,1.033333333,N,1
683,0,0.975609756,10.82627975,37.43865353,0.289173855,1.4,N,4.3
684,0,0.914285714,15.58746453,54.0489138,0.288395519,1.2,N,1.1
685,0,1,8.444169774,18.78774221,0.449451013,1.217277487,N,2.513089005
686,19,0.588235294,112.7875368,121.5802491,0.927679765,1.750583528,A,0.650216739
687,4,0.9,176.4461759,130.5350957,1.351714456,1.366666667,N,1.266666667
688,4,0.777777778,15.21346254,49.91650083,0.304778225,1.428571429,N,1.428571429
689,5,0.911764706,131.963966,154.2835306,0.855334108,1.166666667,N,0.966666667
690,0,1,7.209783463,8.254159033,0.873472807,1.382778127,N,4.242614708
691,0,0.837209302,33.09133622,87.61689093,0.377682155,1.222222222,N,1.194444444
692,0,0.888888889,17.56644192,20.7066166,0.848349214,0.933333333,N,1
693,0,1,6.53618405,35.57190123,0.183745704,1.1,N,1.2
694,1,0.896551724,13.55549399,34.25707716,0.395699082,1,N,1.033333333
695,1,0.975609756,20.59362091,45.85242027,0.449128329,1.4,N,0.7
696,0,0,197.1699573,277.5133038,0.710488307,1.038062284,N,1.102941176
697,2,0.633333333,147.539963,85.32228117,1.729207905,1.033333333,A,1.066666667
698,4,0.885714286,26.87991436,67.29547738,0.399431216,1.2,N,0.8
699,0,0.625,17.2707172,25.00871514,0.690587945,0.833333333,N,0.866666667
700,0,1,16.6457011,25.35552197,0.656492149,1.233333333,N,1.266666667
701,2,0.882352941,25.43188826,67.7524829,0.375364668,1.166666667,N,0.666666667
702,6,0.622641509,100.8413815,107.6273461,0.936949438,1.8,A,4.366666667
703,2,0.146341463,128.1610857,309.5037246,0.414085762,1.4,N,2.066666667
704,6,0.621621622,171.6122212,202.26224,0.84846396,1.266666667,A,0.7
705,1,1,4.301616934,20.42198549,0.210636568,1.366666667,N,2.9
706,2,0.653846154,107.3951789,93.7332385,1.145753423,1.329176239,N,0.541516245
707,0,1,4.376926311,11.28813301,0.387745813,1.45690004,N,4.674220963
708,0,0.434782609,196.187503,186.982537,1.049229015,1.566666667,A,0.833333333
709,0,0.945945946,171.1526926,157.6378487,1.085733496,1.266666667,N,0.633333333
710,1,0.296296296,285.0499109,409.1722453,0.696650162,0.933333333,N,1.1
711,4,1,3.804643037,13.83879856,0.27492582,1.066666667,N,1.1
712,0,0.931034483,18.42970957,34.17641308,0.539252306,1,N,1.033333333
713,4,0.066666667,222.1755236,253.9764091,0.874788034,1.033333333,N,1.2
714,1,0.47826087,51.8203969,79.76837451,0.649635864,0.8,N,0.833333333
715,17,0.886363636,25.46319887,99.23419287,0.256597027,1.5,N,1.633333333
716,6,0.954545455,53.91114796,40.74983737,1.322978236,1.5,N,1.533333333
717,0,0.580645161,87.87350617,163.3046838,0.538095443,1.066666667,N,1.066666667
718,0,1,8.057949836,42.96989687,0.187525464,1.266666667,N,1.3
719,6,0.851851852,37.60029323,54.29036854,0.692577602,1.424211597,N,0.864699898
720,1,1,7.845042208,14.7930574,0.530319189,1.1,N,1.166666667
721,2,0.612903226,209.3100954,106.9093305,1.957828138,1.066666667,N,0.766666667
722,8,0.818181818,103.2990692,129.7398029,0.796201836,1.133333333,N,1.133333333
723,0,0.933333333,109.1881406,104.6173446,1.043690613,1.533333333,N,0.8
724,0,0.948717949,23.11166305,38.44067431,0.601229387,1.163241566,N,0.843350136
725,5,0.15625,137.6060539,287.6019678,0.478460057,1.1,N,0.933333333
726,0,0.90625,14.30026677,50.53042731,0.283003084,1.1,N,1.133333333
727,3,0,913.7785612,706.8157389,1.29281015,0.7,N,0.833333333
728,1,0.516129032,80.53313864,172.482402,0.466906407,1.066666667,N,1.166666667
729,3,0.972972973,23.57349945,16.76820919,1.405844786,1.266666667,N,0.566666667
730,0,1,14.66029986,45.98314428,0.318818995,1.366666667,N,1.4
731,9,1,8.675529446,22.79360749,0.380612391,1.366666667,N,0.7
732,1,0.615384615,141.9684965,130.2672644,1.089824809,0.897052542,N,0.897052542
733,0,0.885714286,33.70560574,48.99808351,0.68789641,1.2,N,1.2
734,2,0.777777778,28.4294887,93.14499949,0.305217552,1.233333333,N,0.6
735,0,1,10.34961412,15.93638146,0.649433132,1,N,1.066666667
736,37,0.957746479,57.71298914,46.34515094,1.245286464,2.4,A,5.033333333
737,1,0.925,22.60889752,65.71460219,0.344046784,1.366666667,N,1.433333333
738,4,0.93877551,72.55419165,52.54618412,1.380769943,1.193317422,N,1.217183771
739,0,0.1875,91.78715318,162.1153808,0.566184114,1.1,A,0.8
740,3,0.388888889,202.3828571,163.8983148,1.234807432,1.233333333,A,1.3
741,0,0.75,49.57339106,80.93846306,0.612482486,1.1,N,1.166666667
742,0,0.346153846,59.49222171,130.0615239,0.457415998,0.9,N,0.9
743,4,1,14.00635978,28.61273809,0.489514836,1.274546828,N,1.331193353
744,0,0.12,127.7390868,197.6005516,0.646451064,0.866666667,N,0.9
745,1,0.984848485,15.03202805,43.54755122,0.345186529,1.116666667,N,1.133333333
746,2,0.666666667,77.34117147,94.62719682,0.817324977,1.232394366,N,1.144366197
747,0,0,203.0949422,236.0786121,0.860285226,1.127113338,N,1.127113338
748,0,1,9.893766791,33.91492625,0.291723081,1.233333333,N,3.766666667
749,0,1,13.14596237,39.75149564,0.330703591,1.233333333,N,1.266666667
750,1,0.407407407,138.0990031,97.34661902,1.418631735,0.933333333,N,0.966666667
751,2,1,11.8418305,24.01069911,0.493189742,1.133333333,N,1.233333333
752,1,0.350649351,179.5702631,176.4421407,1.017728885,1.3,A,1.216666667
753,3,0.457142857,177.2746388,157.1362811,1.128158549,1.2,A,0.666666667
754,1,1,8.340787509,19.23890007,0.433537649,1.1,N,3.433333333
755,0,0.269230769,449.0449124,780.8267641,0.575089038,0.9,A,0.733333333
756,1,0.929824561,96.57534942,125.013711,0.772518059,0.966666667,N,0.966666667
757,0,0.972222222,33.41785203,28.78806757,1.160823037,1.233333333,N,3.766666667
758,0,0.852941176,18.40463914,78.42359452,0.234682422,1.166666667,N,3.833333333
759,2,0.6,100.619957,145.042078,0.693729422,1.033333333,N,0.733333333
760,3,0.951219512,52.65423772,66.35591638,0.793512329,1.4,N,0.766666667
761,1,0.733333333,50.78821185,133.6495458,0.380010359,1.033333333,N,1
762,23,0,344.6038112,74.00324317,4.656604176,1.733333333,N,0.866666667
763,12,0.810810811,143.2143132,101.8558922,1.40604839,1.266666667,N,0.733333333
764,6,0.24137931,168.906044,181.1380626,0.932471296,1,A,1.066666667
765,2,0.764705882,89.04674917,89.8998411,0.99051064,1.166666667,A,4.633333333
766,1,0.787878788,20.13827525,67.16573452,0.299829599,1.133333333,N,1.233333333
767,0,1,9.039935293,18.74918582,0.482150819,1.1,N,1.133333333
768,0,1,2.749480287,12.21317768,0.225124072,1.332675222,N,2.724580454
769,2,0.863636364,98.27858245,62.88018657,1.562949918,1.287793953,N,0.615901456
770,2,1,21.29679794,35.67484026,0.596969679,1.133333333,N,1.166666667
771,4,0.652173913,98.7362758,73.88100029,1.336423105,1.368821293,A,1.425855513
772,0,0.947368421,8.552866765,40.12348038,0.213163631,1.3,N,1.333333333
773,2,0.970588235,33.5745785,56.45642411,0.594698992,1.329787234,N,0.683890578
774,1,0.875,25.81429092,55.68200432,0.463602042,1.1,N,1.166666667
775,20,0.774193548,84.26924057,71.49988719,1.178592637,2.1,A,3.566666667
776,0,0.823529412,73.06075339,79.48917361,0.919128355,1.166666667,A,1.2
777,6,0.871794872,35.80629335,79.03973641,0.453016356,1.333333333,N,1.366666667
778,1,0.815789474,142.953103,131.900476,1.083795201,1.3,N,2.6
779,0,1,10.07920451,29.86330024,0.337511408,1.266666667,N,1.333333333
780,1,0.066666667,225.5571338,348.4435695,0.647327583,1.033333333,N,0.9
781,1,1,13.16772148,22.33651166,0.589515573,1.066666667,N,1.1
782,1,0.777777778,23.66921535,60.271752,0.392708268,0.933333333,N,3
783,1,0.787878788,58.56334859,114.8455333,0.509931443,1.133333333,N,1.166666667
784,0,0.862068966,29.63819527,25.02082466,1.184541104,1,N,1.066666667
785,1,0.321428571,116.3733985,160.0017623,0.727325729,0.966666667,N,1
786,0,0.90625,90.5862128,122.0910331,0.741956313,1.1,A,4.9
787,0,0.714285714,21.99714548,46.21985459,0.47592416,0.966666667,N,1.033333333
788,5,0.275,138.3849107,147.0686619,0.940954442,1.366666667,N,3.133333333
789,0,0.942857143,52.98604671,100.4902678,0.527275405,1.2,N,1.033333333
790,2,0.647058824,124.3343387,126.6968166,0.981353297,1.070578906,A,1.249008723
791,2,1,15.85900868,21.47313954,0.738551,1.333333333,N,1.366666667
792,10,0.448979592,195.8219498,187.793745,1.042750118,1.666666667,A,0.866666667
793,0,0.875,11.54500261,44.77252019,0.257859119,1.1,N,1.166666667
794,32,0.86440678,81.86749838,86.91830028,0.941890236,2,A,0.8
795,2,0.815789474,68.77751495,93.1617784,0.738258931,1.3,N,1.266666667
796,0,1,4.554039933,13.25117135,0.343670745,1.366666667,N,1.433333333
797,3,1,4.058531374,14.50621589,0.279778779,1.433333333,N,1.5
798,3,1,14.37221469,27.74396473,0.518030311,1.166666667,N,1.2
799,3,0.35483871,203.6077232,185.1047251,1.09995962,1.066666667,A,0.833333333
800,2,0.409090909,143.6492151,174.6381639,0.822553398,1.087641866,N,1.134930643
801,6,0.931818182,408.4167878,407.6739617,1.001822108,1.026772133,N,1.118040767
802,1,0.6,23.29340996,36.8491618,0.632128624,0.866666667,N,0.933333333
803,1,0.864864865,146.1514021,197.2293839,0.741022454,1.266666667,N,5.666666667
804,2,0.864864865,25.22906037,71.56754558,0.352520967,1.266666667,N,1.3
805,8,0.860465116,25.58936194,77.28327168,0.331111266,1.466666667,N,0.633333333
806,3,1,3.161444741,13.49099372,0.234337426,1.583333333,N,3.266666667
807,0,0.476190476,141.515802,120.1004209,1.17831229,1.097804391,A,1.147704591
808,0,0.08,360.3584036,483.0956871,0.745935874,0.866666667,A,0.666666667
809,0,1,11.20454185,32.2567816,0.347354612,1.3,N,3.933333333
810,8,0.972222222,129.6366105,137.8544041,0.940387878,1.233333333,N,1.3
811,2,0.846153846,18.2817456,39.15734641,0.466879073,0.9,N,2.833333333
812,18,0.864864865,44.4964973,67.14246365,0.662717673,1.266666667,N,1.333333333
813,0,0.1,290.9362748,381.638103,0.762335502,1.033333333,N,0.933333333
814,1,0.517241379,90.83836502,167.9316577,0.540924601,1,N,1.033333333
815,1,1,5.014980986,12.26476183,0.408893467,1.266666667,N,0.8
816,1,0.942857143,110.4226267,66.78780804,1.653335091,1.2,N,0.7
817,0,0.955555556,33.09383659,35.94423545,0.920699416,1.533333333,N,3.2
818,0,1,7.659986399,15.59302118,0.491244532,1.433333333,N,0.8
819,1,0.965517241,14.32777509,50.48071301,0.283826718,1.466666667,N,4.516666667
820,6,0.470588235,134.8751192,61.83102422,2.181350235,1.708278581,A,1.773981603
821,3,1,12.69384839,24.70451224,0.51382712,1.09294998,N,3.367467507
822,1,0.864864865,73.48807561,68.67462198,1.070090719,1.266666667,N,0.766666667
823,1,0.590909091,150.5325224,134.892901,1.115941027,1.315287838,A,0.800609989
824,1,0.333333333,350.4965476,383.967659,0.912828305,0.736738703,A,0.736738703
825,1,0.96969697,12.19751191,30.52554358,0.399583774,1.133333333,N,0.833333333
826,3,0.928571429,78.51251125,48.46087707,1.620121549,1.433333333,N,0.7
827,0,0.717948718,79.03924965,114.4456341,0.690627041,1.333333333,N,0.866666667
828,0,0.620689655,149.3983351,171.7999243,0.869606524,1,A,2.233333333
829,2,1,9.143489217,26.89324715,0.339992012,1.24985925,N,1.28363923
830,1,0.946666667,15.40369307,58.22193614,0.264568547,1.266666667,N,1.366666667
831,2,0.903225806,17.04406055,59.7404365,0.285301909,1.066666667,N,1.1
832,0,0.12,122.4360503,196.0453935,0.624529086,0.866666667,N,2.6
833,0,1,17.0997437,32.76035318,0.521964571,1.003974064,N,4.204141393
834,1,0.045454545,109.1281097,167.5115396,0.651466221,1.026785714,N,0.758928571
835,0,0.653846154,34.59017201,60.38219016,0.572853882,0.9,N,0.933333333
836,5,0.705882353,105.2933285,80.21537685,1.312632723,1.166666667,N,0.666666667
837,19,0.978723404,17.21109837,34.43031891,0.499882049,1.6,N,1.633333333
838,1,0.9375,52.60416828,40.23100713,1.307552856,1.064745106,N,0.935685094
839,1,0.827586207,221.2361395,141.3067407,1.565644629,1,N,0.933333333
840,1,0.433333333,258.1852528,307.4212012,0.839842053,1.033333333,A,1.166666667
841,8,1,4.338237175,14.72379447,0.294641248,1.566666667,N,3.233333333
842,0,1,14.21667632,22.82991272,0.622721449,1.033333333,N,3.166666667
843,0,1,5.870121311,13.6117652,0.431253495,1.181102362,N,2.391012099
844,0,1,3.431370798,5.177072854,0.662801335,1.4,N,4.333333333
845,0,0.95,75.81413385,49.39372366,1.534894076,1.366666667,N,0.8
846,1,0.484848485,187.5277613,206.1003113,0.909885871,1.133333333,A,0.666666667
847,1,0.794871795,22.81553485,106.3601646,0.21451203,1.333333333,N,4.7
848,1,0.939393939,41.29416827,48.80316723,0.846137057,1.133333333,N,0.866666667
849,1,0.689655172,30.11504773,73.18534077,0.411490162,1,N,1.033333333
850,0,0.977272727,4.956999156,43.35787188,0.114327547,1.5,N,0.866666667
851,4,0.363636364,414.9722882,413.1171478,1.004490592,0.893743793,N,0.968222443
852,0,0.939393939,26.00904206,47.2447799,0.550516737,1.133333333,N,1.166666667
853,1,0.571428571,11.96002589,65.22620763,0.183362276,0.966666667,N,1
854,0,1,9.919902208,46.65883935,0.212604993,1.2,N,1.266666667
855,2,0.971428571,61.06674581,58.56253374,1.042761334,1.2,N,3.6
856,0,0.733333333,58.9626044,43.59656626,1.352459826,1.033333333,N,1.1
857,1,0.518518519,20.95144037,88.84000238,0.235833406,0.933333333,N,1.2
858,16,0.975609756,201.8539076,195.2682983,1.033725952,1.4,N,1.066666667
859,0,0.888888889,96.94859194,117.573849,0.824576151,1.233333333,N,3.7
860,1,0.333333333,101.6014387,112.3612823,0.904238868,0.833333333,N,0.833333333
861,0,0.787878788,26.42211678,100.6118166,0.262614449,1.133333333,N,2.5
862,0,1,11.08289525,17.48654559,0.633795577,1.207276736,N,3.737596472
863,1,0.833333333,12.71633656,76.09589367,0.167109366,1.233333333,N,1.366666667
864,1,0.923076923,11.39746561,57.50563257,0.198197378,1.390319258,N,1.441812564
865,0,0.705882353,235.8069937,207.000333,1.139162388,1.166666667,N,0.8
866,0,0.868421053,39.02970551,56.45321376,0.691363749,1.3,N,1.3
867,3,0.516129032,92.60376229,155.2042859,0.596657249,1.066666667,N,1.066666667
868,13,0.59375,531.9241594,585.8649194,0.907929698,1.1,N,1.066666667
869,1,1,2.795115772,8.520487921,0.328046445,1.341386884,N,4.118293066
870,2,0.648648649,71.04380495,137.5671678,0.516429945,1.266666667,N,0.9
871,4,0.916666667,134.6864217,157.5475975,0.854893529,1.122699387,N,1.141104294
872,1,0.84,22.31383028,16.36267914,1.363702734,0.866666667,N,0.966666667
873,1,0.785714286,39.73870609,105.7700514,0.375708488,0.966666667,N,1
874,4,0.56626506,161.0464065,160.3929903,1.004073845,1.4,A,1.3
875,3,0.483870968,81.1345476,104.9178397,0.77331508,1.066666667,N,2.033333333
876,1,0.96969697,20.93102097,51.45095257,0.406815033,1.133333333,N,1.133333333
877,0,0.653846154,25.19717797,49.09184137,0.5132661,0.9,N,0.966666667
878,0,1,12.77667181,20.21436996,0.632058869,0.960674157,N,0.994382022
879,2,0.678571429,54.02768742,101.9347212,0.530022418,0.966666667,N,0.866666667
880,0,0.787878788,31.46928272,81.04779192,0.388280569,1.133333333,N,1.2
881,0,0.9,21.51470675,65.16509712,0.330156905,1.510314342,N,1.510314342
882,0,0.954545455,98.4011356,169.1988993,0.581570778,1.5,N,0.8
883,2,0.365853659,183.0767049,209.9503827,0.871999863,1.200228615,A,1.28595923
884,5,0.939393939,42.71893923,52.48630567,0.813906383,1.133333333,N,1.166666667
885,2,0.967741935,17.49850082,33.56806242,0.521284208,1.066666667,N,1.1
886,0,0.75,23.20837657,83.74970556,0.277115918,1.1,N,1.133333333
887,7,0.944444444,149.61491,138.639792,1.079162828,1.410891089,N,0.891089109
888,8,0.829268293,66.68580454,91.89137231,0.725702565,1.4,N,1.066666667
889,2,0.870967742,11.86966254,39.72933114,0.298763211,1.066666667,N,3.4
890,0,0,14.86233121,29.26886856,0.507786325,0.918367347,N,0.765306122
891,0,0.041666667,175.0208677,196.8476627,0.889118343,0.833333333,N,0.866666667
892,17,0.893939394,57.53343842,58.90012557,0.976796532,2.216666667,A,4.716666667
893,0,0.566666667,30.78121432,86.14488191,0.357319131,1.033333333,N,1.066666667
894,0,1,5.941458232,15.37748051,0.386373973,1.266666667,N,3.933333333
895,1,0.8,89.26602844,48.3598066,1.845872321,1.033333333,N,1.066666667
896,2,0.9,95.99215275,52.65456742,1.823054627,1.366666667,N,1.433333333
897,2,0.296296296,101.5151893,182.8268286,0.555253242,0.933333333,N,0.833333333
898,0,1,12.61400636,28.15237231,0.448061933,1.143547787,N,1.171439197
899,1,0.484848485,170.7931228,148.0014428,1.153996336,1.133333333,N,1.133333333
900,15,0.682926829,168.165593,154.8770121,1.08580086,1.4,A,0.7
901,4,0.333333333,161.7087395,182.4881129,0.886133003,0.833333333,N,1.066666667
902,3,0.962264151,215.3425249,204.5643894,1.052688229,1.299117883,N,1.082598236
903,0,1,2.024198531,1.868874895,1.083110772,1.466666667,N,1.533333333
904,0,0.272727273,34.30986253,109.2878462,0.31394033,0.960512273,N,3.121664888
905,0,0.928571429,15.09962849,27.83697396,0.542430672,0.966666667,N,1
906,0,0.973684211,43.21132456,29.9838985,1.441150975,1.3,N,4.066666667
907,0,0.722222222,17.78810734,69.56391876,0.255708817,1.48360229,N,5.07548152
908,1,0.862068966,26.21251778,49.21341315,0.532629544,1,N,1.066666667
909,0,1,8.959641529,16.95552663,0.528420127,1.1,N,0.9
910,0,0.5,95.50215263,143.2100964,0.666867456,1.166666667,N,0.7
911,0,0.576923077,34.85767889,78.47739944,0.444174745,0.9,N,0.966666667
912,5,0.965517241,172.0009253,155.80134,1.103975905,1,N,0.866666667
913,0,0.84375,89.59822191,63.08484029,1.420281346,1.1,N,1.166666667
914,1,0.793103448,34.6200424,49.14136614,0.704498982,1,N,0.733333333
915,2,1,5.784096284,12.64322093,0.457485977,1.166666667,N,1.2
916,0,1,5.855400438,14.98358891,0.390787579,1.233333333,N,2.566666667
917,0,0.379310345,97.20218047,160.4082403,0.605967501,1,N,0.633333333
918,0,1,9.133299624,30.49832525,0.29946889,0.966666667,N,1.033333333
919,2,0.90625,25.28116834,54.76074998,0.461665853,1.1,N,1.133333333
920,0,0.821428571,73.31909493,44.15561154,1.660470603,0.966666667,N,4.133333333
921,0,0.923076923,32.33268364,46.98156682,0.688199348,1.333333333,N,1.366666667
922,2,0.852941176,53.14081798,58.34109442,0.910864263,1.166666667,N,1.166666667
923,1,1,11.12773841,49.88664436,0.223060471,1.333333333,N,1.433333333
924,0,1,5.50694785,18.36932494,0.299790431,1.566666667,N,1.633333333
925,0,1,11.61891693,26.44595004,0.439345794,1.333333333,N,8.233333333
926,1,0.916666667,21.48007442,71.35452312,0.301033116,1.016666667,N,1.016666667
927,0,1,4.823015408,21.9136013,0.220092323,1.52780607,N,3.147280505
928,0,0.96875,11.6655517,24.19091981,0.48222853,1.1,N,3.533333333
929,1,0.696969697,28.99793081,89.36112825,0.324502738,1.133333333,N,0.666666667
930,3,0.96969697,32.44979763,24.88417178,1.304033661,1.133333333,N,0.9
931,5,0.930232558,54.65877683,93.71307117,0.583256702,1.466666667,N,1.033333333
932,21,0.754716981,102.1392141,140.9972218,0.724405863,1.8,A,4.333333333
933,0,1,15.1077616,30.99230041,0.487468223,1.3,N,4.033333333
934,0,1,6.28863936,21.86396244,0.287625785,1.166666667,N,0.8
935,1,0.976744186,89.02590064,78.57303189,1.133033797,1.466666667,N,1.133333333
936,0,0.793103448,8.826800947,53.61340948,0.164637934,1,N,1.033333333
937,0,0.891891892,14.0562448,74.98728173,0.187448384,1.266666667,N,3.866666667
938,0,0.785714286,12.88039548,44.12384367,0.29191463,0.966666667,N,1.033333333
939,7,0.588235294,42.83948359,152.486267,0.280939946,1.134453782,N,1.197478992
940,0,0.852941176,18.9584416,51.59204007,0.367468345,1.166666667,N,0.766666667
941,0,1,6.391518462,23.84594905,0.268033721,1.1,N,1.133333333
942,2,0.975609756,40.72660519,69.88153559,0.582794938,1.383333333,N,1.383333333
943,1,0.8125,105.3607625,148.2330508,0.710777805,1.1,N,0.666666667
944,3,0.787878788,13.50777008,61.48970774,0.219675301,1.133333333,N,0.766666667
945,0,1,3.700119746,11.81854603,0.313077407,1.533333333,N,4.8
946,1,0.310344828,196.1690024,215.2291895,0.911442369,1,A,3.666666667
947,2,0.878787879,33.70938593,64.8030118,0.520182396,1.133333333,N,0.833333333
948,0,0.9375,158.2701464,156.001088,1.014545145,1.1,N,0.933333333
949,1,0.2,115.6382834,169.7833303,0.681093268,0.866666667,N,0.8
950,1,0.936708861,58.97339898,33.24396303,1.773958144,1.333481498,N,1.366818535
951,5,0.461538462,140.5559673,75.11385391,1.871238925,1.365409623,A,0.877763329
952,4,0.607142857,14.39741209,93.93041752,0.15327742,1.039674952,N,1.039674952
953,0,0,129.3327147,285.1628716,0.45353981,1.1,N,3
954,10,0.303030303,313.3658837,314.8616319,0.995249506,1.30702204,N,0.922603793
955,1,0.973684211,9.376729611,30.31300608,0.309330245,1.3,N,4.133333333
956,0,0.6,70.7514915,145.4753349,0.486346992,1.033333333,N,1.066666667
957,1,1,11.2136036,26.5667281,0.422092008,1.2,N,1.233333333
958,0,0.911764706,86.66803753,161.2675651,0.53741766,1.15,N,1.116666667
959,0,0.24,156.830465,188.959954,0.829966677,0.866666667,N,0.866666667
960,0,0.441176471,109.3960846,174.8484848,0.625662182,1.166666667,N,1.133333333
961,0,1,17.11985047,43.77761746,0.391064006,1.15,N,3.483333333
962,0,0.757575758,76.6476638,135.1359069,0.567189473,1.133333333,N,0.733333333
963,2,1,13.61521693,31.97968919,0.425745755,1.366666667,N,0.766666667
964,1,0.928571429,3.181967602,5.011492381,0.634934139,1.287922152,N,1.116199199
965,0,0.342857143,156.5161152,180.4268535,0.867476831,1.2,N,1.166666667
966,0,0.902439024,13.3040042,64.35014353,0.206743971,1.4,N,1.1
967,8,0.709677419,60.21689193,136.6210403,0.440758552,1.066666667,N,0.8
968,4,1,4.329726063,10.89071342,0.397561289,1.4,N,1.266666667
969,1,0.761904762,114.1749727,103.8434187,1.099491658,1.433333333,A,5.233333333
970,1,0.971428571,65.28811873,68.4205916,0.954217396,1.2,N,1.2
971,1,0.176470588,344.1520061,410.8125998,0.837734788,0.972622478,N,0.918587896
972,1,0.653846154,35.69624941,50.99838777,0.699948586,0.9,N,2.766666667
973,1,0.843137255,53.65571317,129.4786211,0.414398243,0.866666667,N,1.7
974,7,0.454545455,136.0041543,193.1608285,0.704098007,1.133333333,N,0.9
975,7,0.578947368,88.18411762,151.4206459,0.582378427,1.3,N,0.7
976,4,0.4,142.3407364,168.7117465,0.843691914,1.2,N,1.133333333
977,0,0.933333333,213.4871436,190.4057943,1.121221885,1.033333333,N,1.4
978,0,1,4.267686953,3.33741247,1.278741238,1.117824773,N,3.504531722
979,0,0.968253968,34.17860379,42.75780797,0.799353508,1.066666667,N,1.35
980,1,0.909090909,19.3994861,47.84499849,0.405465288,1.133333333,N,1.166666667
981,0,1,13.09991886,19.55341002,0.669955719,1.033333333,N,1.1
982,0,1,14.42041898,23.92403387,0.602758676,1.085972851,N,3.413057531
983,9,0.775,18.16777195,81.67009926,0.222453164,1.366666667,N,0.733333333
984,0,0.3,27.57953954,109.2002352,0.252559342,0.98980204,N,0.899820036
985,6,0.438356164,237.5337294,217.3589935,1.09281758,1.233333333,N,0.7
986,0,0.757575758,83.01916691,132.7576889,0.625343569,1.133333333,N,0.7
987,0,0.96875,20.49875281,12.95732387,1.582020564,1.1,N,4.6
988,0,0.769230769,139.8382084,64.02883892,2.183987884,1.333333333,N,1.366666667
989,1,1,7.576430947,15.38142072,0.492570295,1.152579583,N,3.58946213
990,0,0.75,20.8146419,62.08229458,0.335275009,1.230314961,N,0.688976378
991,0,1,13.31484205,28.80426559,0.46225244,1.038781163,N,1.061865189
992,2,0.736842105,78.94035868,137.6241351,0.573593859,1.274232193,N,1.078196471
993,5,0.953488372,52.76482715,39.94642419,1.320889872,1.466666667,N,0.533333333
994,0,0.828125,120.2213043,149.1200734,0.806204702,1.083333333,N,4.183333333
995,49,0.928571429,45.3321606,52.89268271,0.857059205,2.366666667,A,5.2
996,0,0.84,29.78251932,59.74967069,0.498454953,0.99897541,N,0.614754098
997,0,0.538461538,21.76112742,87.49989206,0.248698906,0.9,N,1
998,5,1,11.59925454,36.59203564,0.316988501,1.083333333,N,0.683333333
999,0,0.526315789,102.3802826,176.2433655,0.580902903,1.131965944,N,1.19001548
1000,1,0.235294118,115.5658633,216.6153785,0.533507196,1.06888361,N,1.306413302
1001,1,0.193548387,123.1191584,192.0963139,0.640924107,1.066666667,N,1.133333333
1002,1,1,5.044603916,9.011111959,0.559820357,1.1,N,1.166666667
1003,1,1,7.121800494,13.66463158,0.521184962,1.033333333,N,2.133333333
1004,2,0.868421053,18.60289465,74.30324571,0.250364496,1.3,N,1.3
1005,0,0.904761905,12.13351648,30.03793897,0.403939714,1.207464325,N,1.317233809
1006,3,0.930232558,11.68312197,47.1665004,0.247699572,1.466666667,N,0.6
1007,0,0.810810811,17.08828845,70.67017035,0.241803414,1.266666667,N,1.366666667
